date,block_time,tx_vol,tx_vol_peeling,tx_vol_changeouts,tx_vol_issues_agg,tx_number,tx_fees,m_total,m_circ_wh_bill,m_circ_mc_lifo,m_circ_mc_fifo
09/01/03,2009-01-03,5000000000.0,0.0,0.0,0.0,1.0,0.0,5000000000.0,0,0,0
09/01/04,,,,,,,,,0,0,0
09/01/05,,,,,,,,,0,0,0
09/01/06,,,,,,,,,0,0,0
09/01/07,,,,,,,,,0,0,0
09/01/08,,,,,,,,,0,0,0
09/01/09,2009-01-09,70000000000.0,0.0,0.0,0.0,14.0,0.0,10000000000.0,0,0,0
09/01/10,2009-01-10,305000000000.0,0.0,0.0,0.0,61.0,0.0,80000000000.0,0,0,0
09/01/11,2009-01-11,465000000000.0,0.0,0.0,0.0,93.0,0.0,385000000000.0,0,0,0
09/01/12,2009-01-12,487900000000.0,5900000000.0,3200000000.0,9100000000.0,101.0,0.0,850000000000.0,5000000000,4000000000,4000000000
09/01/13,2009-01-13,615000000000.0,0.0,0.0,0.0,123.0,0.0,1320000000000.0,0,0,0
09/01/14,2009-01-14,651100000000.0,0.0,0.0,0.0,130.0,0.0,1935000000000.0,6100000000,6100000000,6100000000
09/01/15,2009-01-15,680000000000.0,7500000000.0,5100000000.0,12500000000.0,134.0,0.0,2580000000000.0,40000000000,35000000000,35000000000
09/01/16,2009-01-16,560000000000.0,0.0,0.0,0.0,110.0,0.0,3210000000000.0,20000000000,20000000000,20000000000
09/01/17,2009-01-17,545000000000.0,0.0,0.0,0.0,109.0,0.0,3750000000000.0,0,0,0
09/01/18,2009-01-18,550000000000.0,0.0,0.0,0.0,108.0,0.0,4295000000000.0,15000000000,15000000000,15000000000
09/01/19,2009-01-19,652500000000.0,0.0,0.0,0.0,117.0,0.0,4830000000000.0,77500000000,77500000000,77500000000
09/01/20,2009-01-20,610000000000.0,0.0,0.0,0.0,115.0,0.0,5405000000000.0,40000000000,40000000000,40000000000
09/01/21,2009-01-21,520000000000.0,0.0,0.0,0.0,103.0,0.0,5975000000000.0,10000000000,10000000000,10000000000
09/01/22,2009-01-22,505000000000.0,0.0,0.0,0.0,92.0,0.0,6485000000000.0,50000000000,50000000000,50000000000
09/01/23,2009-01-23,465000000000.0,0.0,0.0,0.0,86.0,0.0,6940000000000.0,45000000000,45000000000,45000000000
09/01/24,2009-01-24,1055000000000.0,0.0,0.0,0.0,202.0,0.0,7360000000000.0,50000000000,50000000000,50000000000
09/01/25,2009-01-25,960000000000.0,0.0,0.0,0.0,192.0,0.0,8365000000000.0,5000000000,5000000000,5000000000
09/01/26,2009-01-26,580000000000.0,0.0,0.0,0.0,97.0,0.0,9320000000000.0,100000000000,100000000000,100000000000
09/01/27,2009-01-27,500000000000.0,0.0,0.0,0.0,98.0,0.0,9800000000000.0,15000000000,15000000000,15000000000
09/01/28,2009-01-28,560000000000.0,0.0,0.0,0.0,112.0,0.0,10285000000000.0,0,0,0
09/01/29,2009-01-29,665000000000.0,0.0,0.0,0.0,122.0,0.0,10845000000000.0,60000000000,60000000000,60000000000
09/01/30,2009-01-30,585000000000.0,0.0,0.0,0.0,117.0,0.0,11450000000000.0,0,0,0
09/01/31,2009-01-31,790000000000.0,0.0,0.0,0.0,139.0,0.0,12035000000000.0,100000000000,100000000000,100000000000
09/02/01,2009-02-01,575000000000.0,0.0,0.0,0.0,114.0,0.0,12725000000000.0,10000000000,10000000000,10000000000
09/02/02,2009-02-02,645000000000.0,0.0,0.0,0.0,129.0,0.0,13290000000000.0,5000000000,5000000000,5000000000
09/02/03,2009-02-03,768652000000.0,50159000000.0,3408000000.0,53567000000.0,155.0,201000000.0,13930000000000.0,20000000000,18098000000,18098000000
09/02/04,2009-02-04,595000000000.0,0.0,0.0,0.0,119.0,0.0,14625000000000.0,0,0,0
09/02/05,2009-02-05,630000000000.0,0.0,0.0,0.0,126.0,0.0,15220000000000.0,0,0,0
09/02/06,2009-02-06,610000000000.0,0.0,0.0,0.0,122.0,0.0,15850000000000.0,0,0,0
09/02/07,2009-02-07,764800000000.0,4800000000.0,200000000.0,5000000000.0,133.0,0.0,16460000000000.0,115000000000,114800000000,114800000000
09/02/08,2009-02-08,760000000000.0,0.0,0.0,0.0,133.0,0.0,17105000000000.0,100000000000,100000000000,100000000000
09/02/09,2009-02-09,890000000000.0,0.0,0.0,0.0,135.0,0.0,17765000000000.0,220000000000,220000000000,220000000000
09/02/10,2009-02-10,600000000000.0,0.0,0.0,0.0,120.0,0.0,18435000000000.0,0,0,0
09/02/11,2009-02-11,720004000000.0,0.0,0.0,0.0,135.0,0.0,19035000000000.0,55004000000,55004000000,55004000000
09/02/12,2009-02-12,595000000000.0,0.0,0.0,0.0,119.0,0.0,19700000000000.0,0,0,0
09/02/13,2009-02-13,620000000000.0,0.0,0.0,0.0,124.0,0.0,20295000000000.0,0,0,0
09/02/14,2009-02-14,680000000000.0,0.0,0.0,0.0,136.0,0.0,20915000000000.0,0,0,0
09/02/15,2009-02-15,730000000000.0,35000000000.0,0.0,35000000000.0,131.0,0.0,21595000000000.0,55000000000,55000000000,55000000000
09/02/16,2009-02-16,760000000000.0,0.0,0.0,0.0,123.0,0.0,22235000000000.0,150000000000,150000000000,150000000000
09/02/17,2009-02-17,585000000000.0,0.0,0.0,0.0,117.0,0.0,22845000000000.0,0,0,0
09/02/18,2009-02-18,590000000000.0,0.0,0.0,0.0,118.0,0.0,23430000000000.0,0,0,0
09/02/19,2009-02-19,700000000000.0,0.0,0.0,0.0,125.0,0.0,24020000000000.0,80000000000,80000000000,80000000000
09/02/20,2009-02-20,610000000000.0,0.0,0.0,0.0,122.0,0.0,24640000000000.0,0,0,0
09/02/21,2009-02-21,570000000000.0,0.0,0.0,0.0,114.0,0.0,25250000000000.0,0,0,0
09/02/22,2009-02-22,710000000000.0,65000000000.0,0.0,65000000000.0,125.0,0.0,25820000000000.0,40000000000,40000000000,40000000000
09/02/23,2009-02-23,540000000000.0,0.0,0.0,0.0,108.0,0.0,26425000000000.0,0,0,0
09/02/24,2009-02-24,530000000000.0,0.0,0.0,0.0,106.0,0.0,26965000000000.0,0,0,0
09/02/25,2009-02-25,525000000000.0,0.0,0.0,0.0,105.0,0.0,27495000000000.0,0,0,0
09/02/26,2009-02-26,535000000000.0,0.0,0.0,0.0,107.0,0.0,28020000000000.0,0,0,0
09/02/27,2009-02-27,755000000000.0,0.0,0.0,0.0,116.0,0.0,28555000000000.0,180000000000,180000000000,180000000000
09/02/28,2009-02-28,530000000000.0,0.0,0.0,0.0,100.0,0.0,29130000000000.0,35000000000,35000000000,35000000000
09/03/01,2009-03-01,525000000000.0,0.0,0.0,0.0,105.0,0.0,29625000000000.0,0,0,0
09/03/02,2009-03-02,540000000000.0,0.0,0.0,0.0,108.0,0.0,30150000000000.0,0,0,0
09/03/03,2009-03-03,565000000000.0,0.0,0.0,0.0,107.0,0.0,30690000000000.0,40000000000,40000000000,40000000000
09/03/04,2009-03-04,645000000000.0,0.0,0.0,0.0,106.0,0.0,31215000000000.0,125000000000,125000000000,125000000000
09/03/05,2009-03-05,600000000000.0,0.0,0.0,0.0,113.0,0.0,31735000000000.0,40000000000,40000000000,40000000000
09/03/06,2009-03-06,585000000000.0,0.0,0.0,0.0,117.0,0.0,32295000000000.0,0,0,0
09/03/07,2009-03-07,545000000000.0,0.0,0.0,0.0,109.0,0.0,32880000000000.0,0,0,0
09/03/08,2009-03-08,730000000000.0,35000000000.0,0.0,35000000000.0,118.0,0.0,33425000000000.0,120000000000,120000000000,120000000000
09/03/09,2009-03-09,540000000000.0,0.0,0.0,0.0,108.0,0.0,34000000000000.0,0,0,0
09/03/10,2009-03-10,535000000000.0,0.0,0.0,0.0,107.0,0.0,34540000000000.0,0,0,0
09/03/11,2009-03-11,570000000000.0,0.0,0.0,0.0,114.0,0.0,35075000000000.0,0,0,0
09/03/12,2009-03-12,605000000000.0,0.0,0.0,0.0,119.0,0.0,35645000000000.0,15000000000,15000000000,15000000000
09/03/13,2009-03-13,640000000000.0,0.0,0.0,0.0,114.0,0.0,36235000000000.0,75000000000,75000000000,75000000000
09/03/14,2009-03-14,550000000000.0,0.0,0.0,0.0,110.0,0.0,36800000000000.0,0,0,0
09/03/15,2009-03-15,615000000000.0,0.0,0.0,0.0,123.0,0.0,37350000000000.0,0,0,0
09/03/16,2009-03-16,845000000000.0,0.0,0.0,0.0,122.0,0.0,37965000000000.0,240000000000,240000000000,240000000000
09/03/17,2009-03-17,570000000000.0,0.0,0.0,0.0,114.0,0.0,38570000000000.0,0,0,0
09/03/18,2009-03-18,640000000000.0,0.0,0.0,0.0,116.0,0.0,39140000000000.0,70000000000,70000000000,70000000000
09/03/19,2009-03-19,610000000000.0,0.0,0.0,0.0,122.0,0.0,39710000000000.0,0,0,0
09/03/20,2009-03-20,650000000000.0,0.0,0.0,0.0,119.0,0.0,40320000000000.0,60000000000,60000000000,60000000000
09/03/21,2009-03-21,250000000000.0,0.0,0.0,0.0,50.0,0.0,40910000000000.0,0,0,0
09/03/22,2009-03-22,650000000000.0,0.0,0.0,0.0,121.0,0.0,41160000000000.0,55000000000,55000000000,55000000000
09/03/23,2009-03-23,650000000000.0,0.0,0.0,0.0,130.0,0.0,41755000000000.0,0,0,0
09/03/24,2009-03-24,525000000000.0,0.0,0.0,0.0,105.0,0.0,42405000000000.0,0,0,0
09/03/25,2009-03-25,585000000000.0,0.0,0.0,0.0,117.0,0.0,42930000000000.0,0,0,0
09/03/26,2009-03-26,725000000000.0,0.0,0.0,0.0,118.0,0.0,43515000000000.0,140000000000,140000000000,140000000000
09/03/27,2009-03-27,530000000000.0,0.0,0.0,0.0,106.0,0.0,44100000000000.0,0,0,0
09/03/28,2009-03-28,695000000000.0,0.0,0.0,0.0,122.0,0.0,44630000000000.0,100000000000,100000000000,100000000000
09/03/29,2009-03-29,580000000000.0,0.0,0.0,0.0,116.0,0.0,45225000000000.0,0,0,0
09/03/30,2009-03-30,600000000000.0,0.0,0.0,0.0,120.0,0.0,45805000000000.0,0,0,0
09/03/31,2009-03-31,710000000000.0,0.0,0.0,0.0,111.0,0.0,46405000000000.0,160000000000,160000000000,160000000000
09/04/01,2009-04-01,570000000000.0,0.0,0.0,0.0,114.0,0.0,46955000000000.0,0,0,0
09/04/02,2009-04-02,575000000000.0,0.0,0.0,0.0,115.0,0.0,47525000000000.0,0,0,0
09/04/03,2009-04-03,580000000000.0,0.0,0.0,0.0,116.0,0.0,48100000000000.0,0,0,0
09/04/04,2009-04-04,565000000000.0,0.0,0.0,0.0,113.0,0.0,48680000000000.0,0,0,0
09/04/05,2009-04-05,735000000000.0,0.0,0.0,0.0,132.0,0.0,49245000000000.0,85000000000,85000000000,85000000000
09/04/06,2009-04-06,545000000000.0,0.0,0.0,0.0,109.0,0.0,49895000000000.0,0,0,0
09/04/07,2009-04-07,500000000000.0,0.0,0.0,0.0,100.0,0.0,50440000000000.0,0,0,0
09/04/08,2009-04-08,525000000000.0,0.0,0.0,0.0,105.0,0.0,50940000000000.0,0,0,0
09/04/09,2009-04-09,495000000000.0,0.0,0.0,0.0,99.0,0.0,51465000000000.0,0,0,0
09/04/10,2009-04-10,540000000000.0,0.0,0.0,0.0,108.0,0.0,51960000000000.0,0,0,0
09/04/11,2009-04-11,635000000000.0,0.0,0.0,0.0,121.0,0.0,52500000000000.0,35000000000,35000000000,35000000000
09/04/12,2009-04-12,685000000000.0,0.0,0.0,0.0,120.0,0.0,53100000000000.0,65000000000,65000000000,65000000000
09/04/13,2009-04-13,580000000000.0,0.0,1000000000.0,1000000000.0,116.0,0.0,53690000000000.0,5000000000,4000000000,4000000000
09/04/14,2009-04-14,620000000000.0,0.0,0.0,0.0,124.0,0.0,54265000000000.0,0,0,0
09/04/15,2009-04-15,565000000000.0,0.0,0.0,0.0,113.0,0.0,54885000000000.0,0,0,0
09/04/16,2009-04-16,615000000000.0,0.0,0.0,0.0,123.0,0.0,55450000000000.0,0,0,0
09/04/17,2009-04-17,560000000000.0,0.0,0.0,0.0,112.0,0.0,56065000000000.0,0,0,0
09/04/18,2009-04-18,648251000000.0,0.0,3251000000.0,3251000000.0,130.0,0.0,56625000000000.0,15000000000,11749000000,11749000000
09/04/19,2009-04-19,635000000000.0,0.0,0.0,0.0,120.0,0.0,57255000000000.0,40000000000,40000000000,40000000000
09/04/20,2009-04-20,1170000000000.0,0.0,0.0,0.0,121.0,0.0,57850000000000.0,575000000000,575000000000,575000000000
09/04/21,2009-04-21,620000000000.0,0.0,1000000.0,1000000.0,124.0,0.0,58445000000000.0,5000000000,4999000000,4999000000
09/04/22,2009-04-22,605000000000.0,0.0,0.0,0.0,121.0,0.0,59060000000000.0,0,0,0
09/04/23,2009-04-23,375000000000.0,0.0,0.0,0.0,75.0,0.0,59665000000000.0,0,0,0
09/04/24,2009-04-24,575000000000.0,0.0,0.0,0.0,115.0,0.0,60040000000000.0,0,0,0
09/04/25,2009-04-25,590000000000.0,0.0,0.0,0.0,118.0,0.0,60615000000000.0,0,0,0
09/04/26,2009-04-26,635000000000.0,0.0,0.0,0.0,114.0,0.0,61205000000000.0,75000000000,75000000000,75000000000
09/04/27,2009-04-27,520000000000.0,0.0,0.0,0.0,104.0,0.0,61765000000000.0,0,0,0
09/04/28,2009-04-28,585000000000.0,0.0,0.0,0.0,117.0,0.0,62285000000000.0,0,0,0
09/04/29,2009-04-29,740000000000.0,0.0,0.0,0.0,129.0,0.0,62870000000000.0,100000000000,100000000000,100000000000
09/04/30,2009-04-30,655000000000.0,0.0,0.0,0.0,131.0,0.0,63510000000000.0,0,0,0
09/05/01,2009-05-01,605000000000.0,0.0,0.0,0.0,121.0,0.0,64165000000000.0,0,0,0
09/05/02,2009-05-02,704994000000.0,0.0,3000000.0,3000000.0,128.0,3000000.0,64770000000000.0,70000000000,69997000000,69997000000
09/05/03,2009-05-03,541000000000.0,6000000000.0,2500000000.0,6000000000.0,109.0,0.0,65400000000000.0,5000000000,3500000000,3500000000
09/05/04,2009-05-04,790000000000.0,0.0,0.0,0.0,129.0,0.0,65930000000000.0,150000000000,150000000000,150000000000
09/05/05,2009-05-05,725000000000.0,0.0,0.0,0.0,136.0,0.0,66570000000000.0,50000000000,50000000000,50000000000
09/05/06,2009-05-06,675000000000.0,0.0,0.0,0.0,135.0,0.0,67245000000000.0,0,0,0
09/05/07,2009-05-07,610000000000.0,0.0,0.0,0.0,122.0,0.0,67920000000000.0,0,0,0
09/05/08,2009-05-08,535000000000.0,0.0,0.0,0.0,107.0,0.0,68530000000000.0,0,0,0
09/05/09,2009-05-09,390000000000.0,0.0,0.0,0.0,78.0,0.0,69065000000000.0,0,0,0
09/05/10,2009-05-10,425000000000.0,0.0,0.0,0.0,85.0,0.0,69455000000000.0,0,0,0
09/05/11,2009-05-11,610000000000.0,0.0,0.0,0.0,121.0,10000000.0,69880000000000.0,10000000000,10000000000,10000000000
09/05/12,2009-05-12,650000000000.0,0.0,0.0,0.0,130.0,0.0,70480000000000.0,0,0,0
09/05/13,2009-05-13,570001000000.0,1000000.0,101000000.0,101000000.0,116.0,0.0,71130000000000.0,10000000000,9900000000,9900000000
09/05/14,2009-05-14,714999000000.0,4999000000.0,1000000.0,5000000000.0,142.0,0.0,71685000000000.0,15000000000,14999000000,14999000000
09/05/15,2009-05-15,730000000000.0,0.0,0.0,0.0,137.0,0.0,72380000000000.0,50000000000,50000000000,50000000000
09/05/16,2009-05-16,595000000000.0,0.0,0.0,0.0,119.0,0.0,73060000000000.0,0,0,0
09/05/17,2009-05-17,635000000000.0,0.0,0.0,0.0,127.0,0.0,73655000000000.0,0,0,0
09/05/18,2009-05-18,590000000000.0,0.0,0.0,0.0,118.0,0.0,74290000000000.0,0,0,0
09/05/19,2009-05-19,430000000000.0,0.0,0.0,0.0,86.0,0.0,74880000000000.0,0,0,0
09/05/20,2009-05-20,600000000000.0,0.0,0.0,0.0,120.0,0.0,75310000000000.0,0,0,0
09/05/21,2009-05-21,410000000000.0,0.0,0.0,0.0,82.0,0.0,75910000000000.0,0,0,0
09/05/22,2009-05-22,305000000000.0,0.0,0.0,0.0,61.0,0.0,76320000000000.0,0,0,0
09/05/23,2009-05-23,160000000000.0,0.0,0.0,0.0,32.0,0.0,76625000000000.0,0,0,0
09/05/24,2009-05-24,500000000000.0,0.0,0.0,0.0,100.0,0.0,76785000000000.0,0,0,0
09/05/25,2009-05-25,545000000000.0,0.0,0.0,0.0,109.0,0.0,77285000000000.0,0,0,0
09/05/26,2009-05-26,625000000000.0,0.0,0.0,0.0,125.0,0.0,77830000000000.0,0,0,0
09/05/27,2009-05-27,595000000000.0,0.0,0.0,0.0,119.0,0.0,78455000000000.0,0,0,0
09/05/28,2009-05-28,475000000000.0,0.0,0.0,0.0,95.0,0.0,79050000000000.0,0,0,0
09/05/29,2009-05-29,830000000000.0,0.0,0.0,0.0,107.0,0.0,79525000000000.0,300000000000,300000000000,300000000000
09/05/30,2009-05-30,545000000000.0,0.0,0.0,0.0,109.0,0.0,80055000000000.0,0,0,0
09/05/31,2009-05-31,480000000000.0,0.0,0.0,0.0,96.0,0.0,80600000000000.0,0,0,0
09/06/01,2009-06-01,360000000000.0,0.0,1000000.0,1000000.0,72.0,0.0,81080000000000.0,5000000000,4999000000,4999000000
09/06/02,2009-06-02,555000000000.0,0.0,0.0,0.0,111.0,0.0,81435000000000.0,0,0,0
09/06/03,2009-06-03,355000000000.0,0.0,0.0,0.0,71.0,0.0,81990000000000.0,0,0,0
09/06/04,2009-06-04,330000000000.0,0.0,0.0,0.0,66.0,0.0,82345000000000.0,0,0,0
09/06/05,2009-06-05,150000000000.0,0.0,0.0,0.0,30.0,0.0,82675000000000.0,0,0,0
09/06/06,2009-06-06,140000000000.0,0.0,0.0,0.0,28.0,0.0,82825000000000.0,0,0,0
09/06/07,2009-06-07,80000000000.0,0.0,0.0,0.0,16.0,0.0,82965000000000.0,0,0,0
09/06/08,2009-06-08,410000000000.0,0.0,0.0,0.0,82.0,0.0,83045000000000.0,0,0,0
09/06/09,2009-06-09,455000000000.0,0.0,0.0,0.0,91.0,0.0,83455000000000.0,0,0,0
09/06/10,2009-06-10,410000000000.0,0.0,0.0,0.0,82.0,0.0,83910000000000.0,0,0,0
09/06/11,2009-06-11,445000000000.0,0.0,0.0,0.0,89.0,0.0,84320000000000.0,0,0,0
09/06/12,2009-06-12,430000000000.0,0.0,0.0,0.0,86.0,0.0,84765000000000.0,0,0,0
09/06/13,2009-06-13,390000000000.0,0.0,0.0,0.0,78.0,0.0,85195000000000.0,0,0,0
09/06/14,2009-06-14,360000000000.0,0.0,0.0,0.0,72.0,0.0,85585000000000.0,0,0,0
09/06/15,2009-06-15,420000000000.0,0.0,0.0,0.0,84.0,0.0,85945000000000.0,0,0,0
09/06/16,2009-06-16,355000000000.0,0.0,0.0,0.0,71.0,0.0,86365000000000.0,0,0,0
09/06/17,2009-06-17,395000000000.0,0.0,0.0,0.0,79.0,0.0,86720000000000.0,0,0,0
09/06/18,2009-06-18,400000000000.0,0.0,0.0,0.0,80.0,0.0,87115000000000.0,0,0,0
09/06/19,2009-06-19,435000000000.0,0.0,0.0,0.0,87.0,0.0,87515000000000.0,0,0,0
09/06/20,2009-06-20,390000000000.0,0.0,0.0,0.0,78.0,0.0,87950000000000.0,0,0,0
09/06/21,2009-06-21,405000000000.0,0.0,0.0,0.0,81.0,0.0,88340000000000.0,0,0,0
09/06/22,2009-06-22,680000000000.0,0.0,0.0,0.0,77.0,0.0,88745000000000.0,300000000000,300000000000,300000000000
09/06/23,2009-06-23,380000000000.0,0.0,0.0,0.0,76.0,0.0,89125000000000.0,0,0,0
09/06/24,2009-06-24,489898000000.0,0.0,0.0,0.0,97.0,0.0,89505000000000.0,14898000000,14898000000,14898000000
09/06/25,2009-06-25,440000000000.0,0.0,0.0,0.0,69.0,0.0,89980000000000.0,100000000000,100000000000,100000000000
09/06/26,2009-06-26,450000000000.0,0.0,0.0,0.0,90.0,0.0,90320000000000.0,0,0,0
09/06/27,2009-06-27,420000000000.0,0.0,0.0,0.0,84.0,0.0,90770000000000.0,0,0,0
09/06/28,2009-06-28,235000000000.0,0.0,2500000000.0,2500000000.0,47.0,0.0,91190000000000.0,5000000000,2500000000,2500000000
09/06/29,2009-06-29,420000000000.0,0.0,3000000000.0,3000000000.0,84.0,0.0,91420000000000.0,5000000000,2000000000,2000000000
09/06/30,2009-06-30,434500000000.0,0.0,0.0,0.0,86.0,0.0,91835000000000.0,9500000000,9500000000,9500000000
09/07/01,2009-07-01,380000000000.0,0.0,0.0,0.0,75.0,0.0,92260000000000.0,10000000000,10000000000,10000000000
09/07/02,2009-07-02,420000000000.0,0.0,1000000000.0,1000000000.0,84.0,0.0,92630000000000.0,5000000000,4000000000,4000000000
09/07/03,2009-07-03,410000000000.0,0.0,0.0,0.0,82.0,0.0,93045000000000.0,0,0,0
09/07/04,2009-07-04,445000000000.0,0.0,0.0,0.0,89.0,0.0,93455000000000.0,0,0,0
09/07/05,2009-07-05,395000000000.0,0.0,0.0,0.0,79.0,0.0,93900000000000.0,0,0,0
09/07/06,2009-07-06,420000000000.0,0.0,0.0,0.0,84.0,0.0,94295000000000.0,0,0,0
09/07/07,2009-07-07,345000000000.0,0.0,0.0,0.0,69.0,0.0,94715000000000.0,0,0,0
09/07/08,2009-07-08,370000000000.0,0.0,0.0,0.0,74.0,0.0,95060000000000.0,0,0,0
09/07/09,2009-07-09,430000000000.0,0.0,0.0,0.0,86.0,0.0,95430000000000.0,0,0,0
09/07/10,2009-07-10,405000000000.0,0.0,0.0,0.0,81.0,0.0,95860000000000.0,0,0,0
09/07/11,2009-07-11,415000000000.0,0.0,0.0,0.0,83.0,0.0,96265000000000.0,0,0,0
09/07/12,2009-07-12,385000000000.0,0.0,0.0,0.0,77.0,0.0,96680000000000.0,0,0,0
09/07/13,2009-07-13,390000000000.0,0.0,0.0,0.0,78.0,0.0,97065000000000.0,0,0,0
09/07/14,2009-07-14,345000000000.0,0.0,0.0,0.0,69.0,0.0,97455000000000.0,0,0,0
09/07/15,2009-07-15,225000000000.0,0.0,0.0,0.0,45.0,0.0,97800000000000.0,0,0,0
09/07/16,2009-07-16,355000000000.0,0.0,0.0,0.0,71.0,0.0,98025000000000.0,0,0,0
09/07/17,2009-07-17,235000000000.0,0.0,0.0,0.0,47.0,0.0,98380000000000.0,0,0,0
09/07/18,2009-07-18,20000000000.0,0.0,0.0,0.0,4.0,0.0,98615000000000.0,0,0,0
09/07/19,2009-07-19,350000000000.0,0.0,0.0,0.0,70.0,0.0,98635000000000.0,0,0,0
09/07/20,2009-07-20,954967000000.0,0.0,0.0,0.0,71.0,14000000.0,98985000000000.0,604967000000,604967000000,604967000000
09/07/21,2009-07-21,410000000000.0,0.0,0.0,0.0,82.0,0.0,99335000000000.0,0,0,0
09/07/22,2009-07-22,300000000000.0,0.0,0.0,0.0,60.0,0.0,99745000000000.0,0,0,0
09/07/23,2009-07-23,380000000000.0,0.0,0.0,0.0,76.0,0.0,100045000000000.0,0,0,0
09/07/24,2009-07-24,365000000000.0,0.0,0.0,0.0,73.0,0.0,100425000000000.0,0,0,0
09/07/25,2009-07-25,160000000000.0,0.0,0.0,0.0,32.0,0.0,100790000000000.0,0,0,0
09/07/26,2009-07-26,105000000000.0,0.0,0.0,0.0,21.0,0.0,100950000000000.0,0,0,0
09/07/27,2009-07-27,370000000000.0,0.0,0.0,0.0,74.0,0.0,101055000000000.0,0,0,0
09/07/28,2009-07-28,205000000000.0,0.0,0.0,0.0,41.0,0.0,101425000000000.0,0,0,0
09/07/29,2009-07-29,105000000000.0,0.0,0.0,0.0,20.0,0.0,101630000000000.0,10000000000,10000000000,10000000000
09/07/30,2009-07-30,80000000000.0,0.0,500000000.0,500000000.0,16.0,0.0,101725000000000.0,5000000000,4500000000,4500000000
09/07/31,2009-07-31,85000000000.0,0.0,0.0,0.0,17.0,0.0,101800000000000.0,0,0,0
09/08/01,2009-08-01,140000000000.0,0.0,0.0,0.0,28.0,0.0,101885000000000.0,0,0,0
09/08/02,2009-08-02,115000000000.0,0.0,0.0,0.0,23.0,0.0,102025000000000.0,0,0,0
09/08/03,2009-08-03,60000000000.0,0.0,0.0,0.0,12.0,0.0,102140000000000.0,0,0,0
09/08/04,2009-08-04,405000000000.0,0.0,0.0,0.0,81.0,0.0,102200000000000.0,0,0,0
09/08/05,2009-08-05,435000000000.0,0.0,0.0,0.0,87.0,0.0,102605000000000.0,0,0,0
09/08/06,2009-08-06,450000000000.0,0.0,0.0,0.0,90.0,0.0,103040000000000.0,0,0,0
09/08/07,2009-08-07,954953000000.0,0.0,0.0,0.0,81.0,13000000.0,103490000000000.0,554953000000,554953000000,554953000000
09/08/08,2009-08-08,400000000000.0,0.0,0.0,0.0,80.0,0.0,103890000000000.0,0,0,0
09/08/09,2009-08-09,505000000000.0,0.0,0.0,0.0,101.0,0.0,104290000000000.0,0,0,0
09/08/10,2009-08-10,375000000000.0,0.0,0.0,0.0,75.0,0.0,104795000000000.0,0,0,0
09/08/11,2009-08-11,350000000000.0,0.0,0.0,0.0,70.0,0.0,105170000000000.0,0,0,0
09/08/12,2009-08-12,315000000000.0,0.0,0.0,0.0,63.0,0.0,105520000000000.0,0,0,0
09/08/13,2009-08-13,425000000000.0,0.0,0.0,0.0,85.0,0.0,105835000000000.0,0,0,0
09/08/14,2009-08-14,315000000000.0,0.0,0.0,0.0,63.0,0.0,106260000000000.0,0,0,0
09/08/15,2009-08-15,130000000000.0,0.0,0.0,0.0,26.0,0.0,106575000000000.0,0,0,0
09/08/16,2009-08-16,95000000000.0,0.0,0.0,0.0,19.0,0.0,106705000000000.0,0,0,0
09/08/17,2009-08-17,85000000000.0,0.0,0.0,0.0,17.0,0.0,106800000000000.0,0,0,0
09/08/18,2009-08-18,50000000000.0,0.0,0.0,0.0,10.0,0.0,106885000000000.0,0,0,0
09/08/19,2009-08-19,90000000000.0,0.0,0.0,0.0,18.0,0.0,106935000000000.0,0,0,0
09/08/20,2009-08-20,110000000000.0,0.0,0.0,0.0,22.0,0.0,107025000000000.0,0,0,0
09/08/21,2009-08-21,70000000000.0,0.0,0.0,0.0,14.0,0.0,107135000000000.0,0,0,0
09/08/22,2009-08-22,35000000000.0,0.0,0.0,0.0,7.0,0.0,107205000000000.0,0,0,0
09/08/23,2009-08-23,75000000000.0,0.0,0.0,0.0,15.0,0.0,107240000000000.0,0,0,0
09/08/24,2009-08-24,75000000000.0,0.0,0.0,0.0,15.0,0.0,107315000000000.0,0,0,0
09/08/25,2009-08-25,250000000000.0,0.0,0.0,0.0,50.0,0.0,107390000000000.0,0,0,0
09/08/26,2009-08-26,474806000000.0,4853000000.0,100000000.0,4953000000.0,51.0,0.0,107640000000000.0,229953000000,229853000000,229853000000
09/08/27,2009-08-27,145000000000.0,0.0,0.0,0.0,29.0,0.0,107880000000000.0,0,0,0
09/08/28,2009-08-28,375000000000.0,0.0,0.0,0.0,75.0,0.0,108025000000000.0,0,0,0
09/08/29,2009-08-29,390000000000.0,0.0,0.0,0.0,78.0,0.0,108400000000000.0,0,0,0
09/08/30,2009-08-30,490000000000.0,0.0,0.0,0.0,98.0,0.0,108790000000000.0,5000000000,5000000000,5000000000
09/08/31,2009-08-31,460000000000.0,0.0,0.0,0.0,87.0,0.0,109275000000000.0,30000000000,30000000000,30000000000
09/09/01,2009-09-01,390000000000.0,0.0,0.0,0.0,78.0,0.0,109705000000000.0,0,0,0
09/09/02,2009-09-02,330000000000.0,0.0,0.0,0.0,66.0,0.0,110095000000000.0,0,0,0
09/09/03,2009-09-03,375000000000.0,0.0,0.0,0.0,62.0,0.0,110425000000000.0,70000000000,70000000000,70000000000
09/09/04,2009-09-04,320000000000.0,0.0,0.0,0.0,64.0,0.0,110730000000000.0,0,0,0
